Date,Region,Product,Sales,Profit,Quantity,Rating
22-06-2024,North,Product C,608,-21,7,3.2
20-05-2024,South,Product A,359,122,13,4.6
16-06-2024,East,Product D,286,498,7,2.4
18-06-2024,West,Product D,231,251,16,1.1
09-10-2024,East,Product D,390,148,7,2.6
01-05-2024,North,Product C,154,35,16,3.9
12-07-2024,East,Product C,59,215,16,2.4
05-01-2024,West,Product C,47,454,9,1.5
29-01-2024,South,Product B,43,261,14,4.1
13-06-2024,East,Product C,715,170,19,4.8
04-12-2024,West,Product D,845,375,9,2.4
15-05-2024,South,Product B,925,138,12,2.5
30-12-2024,West,Product B,182,78,8,1.8
16-11-2024,West,Product D,220,59,11,2.5
07-12-2024,West,Product A,954,196,9,1.1
24-05-2024,East,Product D,494,-43,10,4.9
22-11-2024,North,Product C,934,217,6,3.1
04-08-2024,West,Product B,672,56,2,3.7
27-10-2024,South,Product D,975,29,3,4.2
11-05-2024,South,Product D,724,362,14,1.7
18-10-2024,South,Product A,787,89,17,1.4
10-03-2024,East,Product C,596,444,10,1.9
08-09-2024,North,Product B,-31,399,8,4.9
01-10-2024,East,Product A,142,326,5,3.1
29-12-2024,West,Product A,595,416,13,2.5
30-06-2024,North,Product B,300,-32,1,1.5
15-06-2024,South,Product B,998,27,16,1.5
31-03-2024,East,Product C,60,258,7,4.2
20-07-2024,South,Product A,409,386,13,3.5
11-12-2024,East,Product B,542,237,6,4.9
19-01-2024,West,Product B,768,344,18,4
08-02-2024,North,Product B,649,273,18,4.5
05-05-2024,North,Product A,-88,476,3,3.1
21-06-2024,South,Product D,541,330,2,2
20-05-2024,North,Product A,96,51,14,2.8
29-08-2024,West,Product B,955,28,12,3.3
07-08-2024,East,Product A,901,457,12,1.2
05-05-2024,East,Product B,-75,254,17,2.2
27-02-2024,South,Product B,54,286,13,3.1
27-05-2024,West,Product C,100,33,15,3.6
12-11-2024,South,Product C,693,129,17,1.2
26-12-2024,South,Product B,583,330,9,4.7
01-01-2024,West,Product B,995,47,15,2
13-12-2024,South,Product D,539,458,12,3.9
08-07-2024,East,Product D,209,179,11,2.7
09-07-2024,South,Product B,858,11,1,3.7
07-11-2024,North,Product B,447,294,9,4.4
26-04-2024,North,Product D,172,416,4,3.2
13-05-2024,North,Product A,301,49,9,1.2
27-02-2024,West,Product B,887,351,1,3.9
13-02-2024,North,Product A,42,61,7,1.7
21-06-2024,West,Product A,608,406,11,2.8
08-06-2024,South,Product D,785,82,16,2.7
21-06-2024,East,Product B,410,103,5,4.8
12-11-2024,North,Product B,426,185,11,4.4
29-10-2024,West,Product A,114,-41,8,1.1
28-05-2024,North,Product B,610,234,9,1.3
20-03-2024,West,Product A,395,356,13,4.4
31-07-2024,North,Product A,565,486,18,4.4
21-07-2024,North,Product D,536,-44,18,3.6
08-09-2024,South,Product C,78,41,17,4.1
16-08-2024,North,Product B,139,40,18,4.6
12-06-2024,West,Product D,232,390,7,2.5
14-08-2024,North,Product A,821,-31,4,4.3
26-05-2024,North,Product D,363,178,2,3.6
20-01-2024,East,Product B,-50,468,7,2.9
16-02-2024,West,Product D,270,385,9,1.3
20-08-2024,East,Product C,222,84,15,3.8
31-10-2024,North,Product B,80,295,9,3
14-01-2024,East,Product A,121,422,17,4.3
22-05-2024,North,Product B,356,13,16,1.5
01-01-2024,North,Product D,997,-22,4,2.1
23-02-2024,North,Product C,-18,279,3,3.3
15-09-2024,West,Product D,329,481,17,2.1
23-05-2024,West,Product A,295,74,5,4.8
12-01-2024,North,Product B,162,45,18,3.9
25-11-2024,South,Product D,318,218,9,1.5
11-08-2024,North,Product C,238,289,10,1.8
28-09-2024,East,Product C,57,419,15,4.2
23-12-2024,South,Product D,868,136,1,3.1
04-06-2024,East,Product A,-49,315,6,5
08-01-2024,South,Product A,940,269,3,3.8
01-05-2024,North,Product B,275,489,1,4.5
13-12-2024,West,Product D,365,337,3,1.8
12-06-2024,West,Product C,-63,349,15,1.2
30-03-2024,North,Product B,261,-49,8,4.9
15-05-2024,West,Product D,779,287,1,4.6
04-07-2024,North,Product C,427,472,11,4.5
11-11-2024,North,Product C,113,65,11,3.5
26-06-2024,South,Product B,65,225,11,1.5
28-01-2024,East,Product C,821,-42,18,2.8
07-08-2024,North,Product C,313,137,8,3.7
22-12-2024,North,Product A,979,17,4,2.3
10-02-2024,North,Product A,435,322,10,4.3
15-08-2024,West,Product D,301,198,9,4.7
10-07-2024,North,Product C,916,306,2,1
24-05-2024,East,Product D,507,294,15,4.1
19-07-2024,South,Product C,148,114,17,4.2
30-07-2024,West,Product D,724,165,8,1.8
07-08-2024,West,Product C,517,9,6,1.6
27-08-2024,West,Product B,294,68,14,1.6
15-02-2024,North,Product D,757,-43,1,1.3
04-02-2024,North,Product D,564,327,2,3.8
09-09-2024,East,Product C,102,-21,6,1.6
22-03-2024,East,Product D,30,262,14,4.5
12-09-2024,East,Product B,346,490,14,3.4
15-07-2024,South,Product A,41,251,14,1
29-10-2024,West,Product A,750,163,4,2.5
10-01-2024,North,Product C,-34,-12,2,4.7
07-11-2024,East,Product B,408,23,8,4
12-10-2024,South,Product B,612,441,13,4.1
29-08-2024,South,Product D,194,20,12,1.3
07-09-2024,East,Product B,998,440,16,1.2
30-12-2024,North,Product C,828,72,4,5
05-01-2024,East,Product A,-5,203,13,3.3
28-04-2024,East,Product A,353,-25,16,4.9
15-10-2024,East,Product C,-75,467,3,3.4
05-03-2024,South,Product B,5,65,15,4.2
25-05-2024,South,Product A,-60,237,13,4.7
11-08-2024,South,Product C,735,269,9,3.2
26-08-2024,South,Product B,439,401,16,3.8
25-06-2024,East,Product B,169,368,12,4.1
23-09-2024,North,Product C,538,95,14,4.7
06-12-2024,South,Product D,759,20,2,4.7
08-10-2024,East,Product D,543,333,17,4.3
03-03-2024,West,Product B,285,395,6,4.5
04-08-2024,West,Product D,108,342,6,1.7
07-12-2024,South,Product C,882,104,18,2.1
10-11-2024,West,Product B,439,60,1,1.1
09-10-2024,North,Product C,805,257,18,5
25-06-2024,East,Product C,914,129,12,3.2
07-04-2024,West,Product A,144,487,19,4.3
14-04-2024,North,Product A,555,27,2,2.6
08-04-2024,East,Product A,-90,384,15,3.3
06-11-2024,West,Product C,818,-20,1,1.4
06-01-2024,South,Product D,604,214,17,1.9
15-07-2024,South,Product D,528,-14,17,3.4
16-12-2024,West,Product A,442,87,8,1.9
12-05-2024,South,Product D,558,122,2,2.9
23-12-2024,South,Product B,518,76,8,3.2
15-09-2024,North,Product D,255,398,18,1.2
23-01-2024,East,Product D,563,159,11,1.6
22-02-2024,South,Product A,284,449,13,4.8
13-06-2024,West,Product B,982,160,9,2.9
20-07-2024,South,Product B,549,156,15,4.9
23-03-2024,North,Product D,-65,117,14,3
24-05-2024,North,Product D,279,280,15,3
25-03-2024,South,Product C,991,294,3,1.7
18-03-2024,West,Product A,167,295,8,4.5
31-12-2024,West,Product C,259,437,18,4.9
01-01-2024,North,Product C,752,486,17,4
20-02-2024,West,Product A,455,-15,3,1.6
21-06-2024,North,Product B,86,-41,2,2.2
23-07-2024,West,Product B,848,-50,18,1.2
16-09-2024,South,Product B,152,380,15,3.5
14-10-2024,South,Product A,783,354,18,4
03-02-2024,South,Product B,636,-48,2,3.5
13-12-2024,South,Product D,201,-8,4,1.6
04-04-2024,East,Product C,-32,-45,18,5
12-03-2024,West,Product B,970,353,18,1.9
08-02-2024,East,Product D,612,191,9,2.3
02-06-2024,West,Product D,419,101,10,4.1
06-09-2024,East,Product B,703,185,4,3.2
10-06-2024,North,Product B,263,220,8,4.9
27-04-2024,North,Product A,563,139,1,2.4
15-09-2024,West,Product C,504,461,15,4.7
01-11-2024,North,Product C,261,151,11,2.2
24-09-2024,West,Product A,603,161,18,4.7
23-02-2024,West,Product D,126,25,4,1.6
23-08-2024,East,Product B,110,104,13,3.3
09-08-2024,West,Product D,61,221,18,3.6
07-09-2024,North,Product A,-19,18,11,4.5
08-11-2024,East,Product B,689,137,15,4.3
21-04-2024,East,Product B,550,65,8,3.4
11-09-2024,East,Product A,668,262,4,1.4
29-10-2024,East,Product D,411,429,12,4.4
25-07-2024,North,Product D,230,90,6,1.6
16-08-2024,South,Product B,144,12,3,4.1
06-12-2024,North,Product B,-55,374,6,3.2
06-03-2024,West,Product C,729,-43,2,2.9
15-03-2024,North,Product A,870,260,8,2.1
12-04-2024,West,Product B,907,105,3,3.2
10-07-2024,South,Product A,931,144,17,4.4
08-09-2024,East,Product C,828,38,16,1.6
13-08-2024,North,Product C,700,460,14,4.2
20-10-2024,East,Product D,386,168,7,2.2
01-11-2024,East,Product D,778,405,7,3.4
07-04-2024,East,Product B,174,226,1,2
03-12-2024,North,Product D,640,-17,13,4.6
12-10-2024,South,Product B,919,428,2,4.9
30-11-2024,North,Product A,314,257,15,1
12-12-2024,South,Product C,-85,23,17,4
03-11-2024,South,Product D,663,402,2,1.6
05-09-2024,West,Product B,-29,216,1,1.8
14-06-2024,South,Product B,257,378,3,3.3
30-11-2024,West,Product C,714,225,18,2.8
30-01-2024,North,Product B,843,389,3,4.5
03-09-2024,East,Product D,-26,474,15,1.4
15-04-2024,South,Product D,-13,475,9,1.2
20-02-2024,East,Product C,-19,443,19,1.8
21-03-2024,South,Product C,-6,360,13,3.6
12-05-2024,West,Product D,625,83,10,1.3
11-10-2024,North,Product A,522,283,12,3.1
17-05-2024,West,Product B,146,160,1,4.9
02-07-2024,West,Product B,430,214,13,3.1
25-11-2024,West,Product B,444,215,6,2.9
29-09-2024,North,Product D,803,464,18,2.1
05-12-2024,North,Product D,914,280,2,4.9
09-03-2024,East,Product A,301,91,2,1.1
03-02-2024,North,Product B,354,101,2,4.9
18-09-2024,West,Product B,839,385,5,4.7
22-02-2024,West,Product C,112,147,13,3.1
23-07-2024,North,Product C,742,369,3,2.7
05-05-2024,East,Product C,283,268,2,4.8
22-08-2024,West,Product D,834,287,17,1.8
12-02-2024,South,Product A,-86,283,13,4.7
27-08-2024,East,Product D,-82,172,2,5
20-04-2024,West,Product C,611,27,19,2.1
05-09-2024,South,Product A,732,391,7,4.2
30-05-2024,West,Product C,593,357,12,4
01-07-2024,West,Product D,146,110,19,4.7
01-12-2024,North,Product C,79,194,10,3
04-04-2024,South,Product D,-76,114,10,1.6
08-01-2024,West,Product A,487,-49,2,2.6
25-12-2024,North,Product D,248,95,16,4.2
02-07-2024,North,Product C,86,-18,5,1.9
07-10-2024,West,Product A,505,187,13,3.4
13-07-2024,North,Product A,693,156,7,3.3
17-12-2024,East,Product B,851,419,11,2.2
13-07-2024,East,Product A,788,151,14,2.6
03-06-2024,East,Product D,484,61,3,1.8
02-04-2024,West,Product C,836,410,13,2.7
08-06-2024,East,Product A,682,98,19,3.2
01-03-2024,West,Product A,212,-20,7,2.2
01-05-2024,East,Product A,437,291,19,2.6
20-02-2024,North,Product A,952,428,16,3.9
03-10-2024,North,Product B,356,241,13,3.1
05-01-2024,North,Product C,730,-36,14,3.3
01-04-2024,North,Product A,31,241,3,4.7
18-06-2024,West,Product A,158,178,12,3.6
12-11-2024,South,Product D,949,270,1,3.9
22-01-2024,East,Product B,739,134,17,3.8
21-11-2024,South,Product D,934,79,11,1.3
01-01-2024,West,Product D,544,64,16,4.7
12-05-2024,South,Product D,863,225,18,2.5
20-08-2024,South,Product B,137,65,1,3.4
12-01-2024,East,Product A,854,482,19,1.5
11-12-2024,West,Product C,27,-27,7,2.7
15-02-2024,North,Product D,537,267,3,1.5
03-02-2024,North,Product B,280,98,15,3
18-03-2024,South,Product A,372,197,5,3.6
05-08-2024,North,Product B,364,490,4,3.2
27-10-2024,West,Product A,395,-33,14,1
13-03-2024,East,Product A,344,-35,5,3.2
08-10-2024,West,Product A,-5,376,2,2.2
05-09-2024,North,Product A,64,269,8,4
16-02-2024,North,Product C,215,246,19,2.5
30-04-2024,East,Product C,724,139,14,2.5
01-08-2024,West,Product A,914,284,19,4.6
26-08-2024,South,Product A,154,479,13,5
25-02-2024,South,Product A,-63,115,6,2.5
15-12-2024,West,Product A,-40,200,10,3.8
16-04-2024,West,Product D,276,135,3,1.2
14-11-2024,West,Product B,132,281,8,2
17-02-2024,East,Product A,909,51,13,4.7
01-03-2024,South,Product A,243,-1,12,4.8
02-12-2024,South,Product C,-40,172,13,3.2
26-01-2024,South,Product A,235,401,6,1.9
18-10-2024,South,Product A,198,471,9,4.3
13-09-2024,East,Product B,907,69,13,2.7
08-01-2024,South,Product B,560,303,5,1.5
22-04-2024,West,Product B,666,244,16,4
20-12-2024,South,Product D,-18,327,2,1.6
09-09-2024,East,Product B,495,95,2,4.7
28-06-2024,North,Product D,419,353,11,4.4
25-07-2024,East,Product C,392,258,1,3.9
29-10-2024,South,Product B,861,325,16,4.4
06-05-2024,East,Product D,685,164,16,1.8
25-02-2024,East,Product A,326,160,2,3
01-08-2024,East,Product A,491,326,18,1.5
14-01-2024,East,Product D,692,109,3,1.7
28-01-2024,West,Product C,446,250,1,3
18-03-2024,North,Product D,133,106,12,2.1
03-08-2024,East,Product B,529,34,9,3.4
30-12-2024,South,Product C,386,49,12,1.7
02-06-2024,West,Product D,872,421,16,3.3
14-01-2024,North,Product B,556,188,19,4
05-07-2024,West,Product A,728,494,13,1.2
07-11-2024,East,Product D,807,330,7,4.1
07-01-2024,South,Product A,193,338,5,4.1
03-01-2024,South,Product D,19,217,14,4.9
20-04-2024,West,Product A,242,242,19,3.5
25-08-2024,South,Product A,42,206,3,1.3
28-12-2024,South,Product A,470,51,11,2.6
26-08-2024,North,Product D,914,444,9,3.2
30-09-2024,South,Product A,-20,20,10,4.4
20-10-2024,South,Product A,874,-6,4,5
14-08-2024,West,Product C,825,43,14,1.7
15-01-2024,West,Product A,398,258,19,1.4
10-07-2024,West,Product B,929,226,16,3.3
28-04-2024,South,Product B,721,363,8,2.5
28-01-2024,West,Product C,301,39,10,1.2
20-07-2024,South,Product B,134,106,1,1.3
08-02-2024,North,Product C,485,136,12,3.4
29-09-2024,East,Product B,219,361,17,4.2
18-08-2024,East,Product D,540,458,9,2
26-03-2024,East,Product D,812,160,4,2.5
05-05-2024,West,Product A,610,198,12,4.7
26-10-2024,North,Product A,302,372,7,2.9
25-01-2024,East,Product B,554,-39,2,3.6
24-05-2024,South,Product A,527,413,15,4.5
13-01-2024,North,Product C,264,324,16,3.4
30-07-2024,West,Product C,226,401,14,2.5
25-01-2024,East,Product A,12,74,10,1.2
08-03-2024,East,Product B,721,-13,4,1.6
07-03-2024,East,Product A,-36,119,2,4.2
20-08-2024,North,Product C,724,499,11,3.8
18-04-2024,North,Product B,-98,208,18,4.8
25-05-2024,South,Product A,85,482,3,2.4
20-04-2024,North,Product C,107,82,13,1.5
15-08-2024,North,Product B,505,333,3,1.9
20-04-2024,South,Product C,239,343,2,4.9
03-02-2024,East,Product D,858,470,11,1.9
20-04-2024,East,Product C,255,60,3,1.7
20-09-2024,North,Product D,747,20,15,3.3
23-08-2024,South,Product B,383,404,18,2.8
23-03-2024,East,Product B,372,384,11,2.9
11-02-2024,West,Product D,838,-8,8,3.7
10-04-2024,West,Product D,67,204,10,4.2
06-01-2024,South,Product A,138,160,5,1
28-06-2024,South,Product B,110,480,14,3.6
08-10-2024,North,Product D,969,-11,15,1.4
15-11-2024,West,Product D,799,494,5,4.7
13-08-2024,East,Product B,-45,73,16,4.3
10-11-2024,South,Product A,516,187,9,1.5
30-12-2024,West,Product B,988,64,16,4.3
16-08-2024,East,Product A,391,294,9,4.8
15-10-2024,West,Product B,301,126,8,4.7
29-05-2024,East,Product B,313,-6,15,2.9
03-10-2024,West,Product C,845,464,5,1.7
16-07-2024,East,Product B,851,79,13,4.2
10-03-2024,East,Product A,176,236,18,4.2
21-04-2024,South,Product D,370,138,16,1.4
04-01-2024,East,Product A,267,123,18,2.8
15-12-2024,South,Product D,980,379,9,3.4
26-11-2024,West,Product D,899,-44,19,2.1
13-11-2024,North,Product A,-89,140,14,3
15-12-2024,North,Product A,214,45,7,1.5
04-04-2024,West,Product C,299,313,19,2.5
31-05-2024,South,Product A,856,389,14,3.6
06-11-2024,North,Product A,128,57,7,2.8
16-05-2024,North,Product C,906,-17,6,4.5
03-09-2024,East,Product B,-2,210,18,1.5
30-08-2024,South,Product B,895,30,1,2.7
31-01-2024,South,Product C,-7,491,4,3.3
09-02-2024,East,Product C,611,16,7,1.3
16-08-2024,West,Product A,624,124,13,3.8
05-02-2024,North,Product C,333,294,15,2
10-08-2024,East,Product D,-73,418,16,4.2
06-01-2024,West,Product C,534,-41,17,1.8
17-11-2024,West,Product C,336,-35,6,2.7
07-08-2024,South,Product B,457,409,18,1.1
15-03-2024,West,Product C,645,196,19,4.1
04-01-2024,East,Product A,495,203,13,4.8
30-11-2024,South,Product A,914,368,8,3
13-05-2024,South,Product B,742,141,15,4.1
27-04-2024,North,Product A,620,372,17,3.3
03-04-2024,South,Product A,-50,397,13,3.5
02-03-2024,West,Product A,686,33,9,4
12-07-2024,West,Product A,239,126,10,1
30-11-2024,West,Product C,490,145,17,1.7
21-07-2024,North,Product B,476,411,18,1.5
26-01-2024,East,Product D,956,234,4,1.2
21-06-2024,North,Product A,866,161,18,4
26-10-2024,East,Product D,120,47,11,4.4
12-05-2024,West,Product D,364,127,11,3.7
21-11-2024,East,Product D,677,377,10,3
27-04-2024,West,Product C,681,114,3,2.2
19-11-2024,West,Product A,557,130,3,4.2
01-10-2024,West,Product A,753,390,3,2
30-07-2024,East,Product D,919,111,18,4.2
12-08-2024,South,Product B,872,147,11,4.9
20-01-2024,North,Product C,-12,70,9,3
22-04-2024,West,Product D,268,57,12,3.5
19-05-2024,East,Product C,765,223,4,3
16-02-2024,East,Product A,858,62,11,3.2
01-01-2024,North,Product D,628,411,12,1.7
30-03-2024,East,Product C,226,-30,1,1.7
21-05-2024,South,Product B,206,417,6,4.9
15-11-2024,North,Product C,618,-18,16,4.5
07-02-2024,East,Product A,783,336,18,1.1
19-10-2024,North,Product A,379,235,13,1.1
18-05-2024,South,Product A,-84,491,4,4.2
21-12-2024,South,Product B,588,-44,11,4.6
28-11-2024,East,Product C,634,16,9,1.8
15-09-2024,North,Product D,562,474,15,3
09-06-2024,South,Product B,486,179,8,1.2
26-06-2024,West,Product A,247,185,17,4.3
10-01-2024,North,Product A,943,490,18,1.4
17-09-2024,West,Product B,106,173,4,3.6
17-05-2024,West,Product C,782,377,10,1.2
20-06-2024,North,Product B,803,206,19,1.3
13-01-2024,East,Product D,78,468,8,2.8
16-06-2024,South,Product B,772,281,6,3.8
09-05-2024,East,Product D,296,275,8,2.9
24-03-2024,North,Product A,581,88,3,1.6
16-11-2024,West,Product D,698,46,4,3.6
14-11-2024,West,Product A,993,16,8,3.3
10-04-2024,West,Product A,-57,245,10,4.1
24-11-2024,East,Product C,767,31,3,1.4
29-09-2024,East,Product D,989,293,5,3.2
21-09-2024,West,Product D,515,293,10,2.6
07-02-2024,South,Product A,394,213,13,2.4
03-04-2024,North,Product D,-24,-4,1,2.6
04-04-2024,East,Product B,573,291,14,3.4
31-10-2024,West,Product C,439,436,9,3.5
09-03-2024,West,Product B,988,252,19,4.2
13-11-2024,North,Product C,777,22,10,3.5
23-08-2024,East,Product A,99,451,15,1.3
29-11-2024,South,Product C,101,397,3,1.5
16-05-2024,East,Product A,928,447,7,4
16-03-2024,South,Product A,-25,57,7,3
04-02-2024,East,Product D,116,346,16,2.5
01-01-2024,East,Product C,359,279,6,4.9
22-10-2024,South,Product A,211,36,13,2.3
15-11-2024,East,Product A,84,486,11,3.5
29-02-2024,West,Product A,455,178,5,4.9
15-11-2024,West,Product C,145,205,16,4.7
14-12-2024,East,Product D,805,-20,10,4.2
23-11-2024,South,Product C,-35,11,17,2.3
23-09-2024,East,Product B,546,394,9,3.9
26-12-2024,West,Product A,252,169,1,3.6
16-08-2024,West,Product A,259,284,18,1.2
26-09-2024,West,Product C,721,248,12,1.4
11-11-2024,North,Product C,-65,336,11,4.7
12-10-2024,West,Product C,-45,71,1,1.5
17-10-2024,East,Product A,926,201,4,1.2
31-07-2024,West,Product C,480,236,11,1.1
13-06-2024,West,Product A,675,379,11,1.6
05-01-2024,South,Product C,212,113,9,4.3
04-12-2024,East,Product D,329,254,16,2.8
18-03-2024,West,Product C,163,450,16,4.9
02-03-2024,North,Product C,921,289,6,1.6
11-05-2024,West,Product C,105,175,13,1.2
29-03-2024,West,Product C,753,53,3,3.6
24-08-2024,North,Product D,480,348,3,3.9
11-02-2024,East,Product A,298,323,5,1.2
29-03-2024,East,Product B,971,312,15,2.2
22-10-2024,West,Product C,898,312,10,3.8
23-11-2024,South,Product B,-43,426,17,4.3
21-10-2024,West,Product A,505,243,6,1.5
13-04-2024,East,Product B,724,68,18,1.5
14-01-2024,South,Product D,263,73,14,4.4
14-10-2024,North,Product C,665,302,15,3.3
27-06-2024,West,Product D,825,7,9,3.9
04-05-2024,North,Product C,991,458,17,4.2
18-12-2024,North,Product D,497,66,8,3.4
23-01-2024,West,Product C,481,494,11,2
03-03-2024,North,Product D,408,396,9,3.6
22-05-2024,West,Product A,653,146,2,4.4
01-06-2024,East,Product C,600,459,16,3.8
24-05-2024,East,Product C,835,236,16,5
12-08-2024,South,Product C,554,335,11,1.8
04-11-2024,South,Product D,335,83,10,4.3
13-04-2024,North,Product D,-92,358,8,3.9
13-04-2024,South,Product D,979,211,2,3.9
08-02-2024,East,Product B,606,299,12,2.9
16-07-2024,South,Product A,338,256,8,2.4
13-05-2024,North,Product A,-27,41,19,4.2
07-03-2024,South,Product D,673,115,11,4
27-06-2024,East,Product C,773,58,4,4.5
11-02-2024,South,Product A,894,111,8,4.3
15-01-2024,North,Product B,413,135,15,3.9
20-04-2024,East,Product D,45,178,18,1.2
05-06-2024,West,Product C,585,482,15,1.2
15-10-2024,South,Product D,551,128,14,4.6
18-08-2024,North,Product A,145,358,18,2.9
05-06-2024,South,Product C,751,146,12,2.1
07-02-2024,West,Product B,337,107,5,4.5
06-04-2024,West,Product A,679,398,1,2.6
15-10-2024,South,Product D,-99,218,10,4.8
10-09-2024,East,Product A,972,491,6,4.8
14-07-2024,East,Product D,187,428,4,4.4
26-03-2024,East,Product A,496,26,4,3.8
17-11-2024,West,Product D,222,194,14,1.6
10-01-2024,West,Product B,747,175,2,1.4
05-01-2024,North,Product C,-92,91,12,1.5
02-05-2024,South,Product D,211,495,17,2.2
25-11-2024,North,Product D,-28,200,8,4.2
18-12-2024,East,Product C,38,100,19,1.8
27-04-2024,North,Product B,697,315,1,3.5
20-10-2024,North,Product B,378,205,4,4.2
07-06-2024,West,Product A,789,-11,12,2.4
29-10-2024,East,Product C,944,114,7,3.2
15-08-2024,South,Product B,291,492,10,4.3
30-12-2024,North,Product B,913,143,2,4.8
03-08-2024,South,Product B,763,394,11,1.7
02-07-2024,West,Product C,682,121,2,1.7
15-01-2024,East,Product A,259,7,1,4.1
05-06-2024,South,Product B,258,13,15,3.4
15-05-2024,South,Product D,-64,250,9,2.6
17-09-2024,South,Product A,698,-30,16,3.8
05-06-2024,South,Product C,27,273,18,4.6
16-02-2024,North,Product C,666,303,18,2.3
19-11-2024,North,Product B,293,296,4,4.1
27-11-2024,East,Product D,773,287,18,1.6
21-06-2024,East,Product A,673,238,5,3
09-05-2024,East,Product B,970,432,6,2.9
04-04-2024,West,Product A,682,301,18,2.7
24-04-2024,North,Product A,-100,469,12,1.8
30-08-2024,West,Product A,216,259,1,1.5
18-10-2024,North,Product A,75,356,7,1.5
08-10-2024,West,Product A,938,194,5,2.2
25-10-2024,North,Product A,656,150,10,1.8
09-10-2024,South,Product A,378,64,6,5
09-03-2024,North,Product B,712,159,8,4.8
27-05-2024,North,Product C,63,125,11,2.8
11-01-2024,North,Product B,-21,128,10,3.7
10-09-2024,East,Product A,854,249,16,3.6
25-11-2024,East,Product D,746,152,6,2.7
25-12-2024,West,Product A,302,206,3,4.1
07-02-2024,East,Product C,571,102,10,1
13-05-2024,North,Product B,478,416,5,3.7
18-07-2024,West,Product A,68,92,13,3.7
23-01-2024,North,Product B,351,450,1,2.6
29-10-2024,West,Product A,832,480,16,3
11-12-2024,West,Product C,479,95,2,4.7
28-10-2024,West,Product D,669,68,5,3.6
28-12-2024,East,Product A,920,362,10,4.4
05-08-2024,South,Product C,867,-11,6,3.2
20-05-2024,East,Product C,66,482,2,2.9
13-04-2024,South,Product A,707,-35,6,2.7
28-07-2024,South,Product B,891,279,8,1.3
20-04-2024,North,Product A,95,147,19,3.7
13-04-2024,West,Product C,919,45,2,3.9
11-11-2024,North,Product C,176,231,6,4.5
19-06-2024,North,Product A,787,403,3,4.5
21-12-2024,West,Product A,997,129,12,1.7
19-11-2024,South,Product C,25,113,17,3.3
12-05-2024,South,Product C,-23,484,11,3.6
19-10-2024,East,Product D,660,274,19,4.3
23-11-2024,East,Product C,937,141,18,1.4
06-05-2024,East,Product D,909,48,10,4.1
15-04-2024,East,Product B,686,443,1,2.7
01-04-2024,South,Product C,269,205,13,2.3
13-10-2024,West,Product D,210,116,4,2.2
20-02-2024,North,Product D,153,1,19,4.9
29-01-2024,West,Product B,390,396,8,4.4
22-10-2024,North,Product B,683,28,8,1.2
23-10-2024,North,Product A,385,306,3,4.8
01-08-2024,South,Product C,994,398,15,1.5
23-09-2024,North,Product B,253,294,12,4
13-09-2024,East,Product B,933,11,18,2
28-10-2024,East,Product C,371,208,7,2.2
10-04-2024,North,Product B,704,376,14,2.3
11-12-2024,West,Product B,441,194,1,4.9
19-04-2024,North,Product C,352,14,17,4.9
30-06-2024,East,Product D,834,-48,1,1.5
08-11-2024,North,Product A,886,28,2,2.3
01-01-2024,North,Product A,280,498,5,3.6
14-11-2024,North,Product D,734,170,12,2.4
24-02-2024,South,Product D,716,445,14,2.8
28-05-2024,North,Product C,463,104,11,4.3
04-11-2024,West,Product B,458,470,17,3.1
16-05-2024,West,Product C,535,333,12,1.7
20-07-2024,East,Product B,71,293,12,1.1
08-11-2024,West,Product D,442,10,11,4.5
26-04-2024,South,Product C,504,111,16,3.8
02-06-2024,West,Product A,424,233,9,3.1
17-10-2024,West,Product A,429,7,19,1.1
03-03-2024,East,Product C,37,427,1,1.5
31-08-2024,East,Product D,88,404,3,3.9
25-01-2024,North,Product A,167,149,1,4
30-03-2024,West,Product A,102,184,6,3.8
15-03-2024,East,Product C,981,449,17,3.8
20-10-2024,North,Product C,659,239,2,3.3
28-07-2024,South,Product A,413,51,5,1.5
12-12-2024,North,Product C,227,392,2,4.8
17-01-2024,North,Product D,146,396,1,2.3
07-05-2024,North,Product D,360,260,16,3.7
29-12-2024,North,Product B,607,217,7,4
07-09-2024,West,Product B,384,231,11,3.5
27-06-2024,North,Product C,-51,139,18,2.8
30-06-2024,South,Product D,519,301,5,3.1
31-05-2024,North,Product A,998,398,18,4.5
25-01-2024,South,Product B,610,-6,8,2.2
28-06-2024,East,Product B,841,263,4,2.5
16-07-2024,North,Product B,758,258,16,3.7
09-12-2024,East,Product D,405,449,11,4.1
09-06-2024,South,Product B,-42,-47,11,1.3
25-06-2024,North,Product C,845,107,15,2.5
11-10-2024,West,Product A,36,72,8,4.4
03-03-2024,North,Product A,766,478,12,4.8
29-05-2024,West,Product D,803,103,6,3.7
02-06-2024,West,Product D,-48,110,11,1.7
04-06-2024,East,Product B,80,405,19,2.4
18-02-2024,East,Product A,989,317,2,1.4
02-12-2024,West,Product C,212,-31,15,5
24-03-2024,East,Product A,557,107,5,3.9
26-12-2024,West,Product A,275,21,14,1.7
25-06-2024,South,Product B,461,462,18,3.1
27-05-2024,South,Product B,715,-45,17,2.8
27-04-2024,North,Product C,462,428,1,2.2
07-12-2024,East,Product B,173,24,4,1.6
03-03-2024,South,Product C,976,333,16,1.4
07-07-2024,South,Product B,707,45,13,2.5
25-12-2024,South,Product B,-51,276,16,2.1
