Date,Region,Product,Sales,Profit,Quantity,Rating
15-10-2024,North,Product A,24,495,11,1.6
04-09-2024,West,Product D,505,480,13,3.6
18-11-2024,West,Product C,235,47,16,3.3
21-05-2024,North,Product C,34,138,8,3.2
24-10-2024,West,Product D,201,83,17,3.6
11-07-2024,South,Product C,186,100,2,1
16-12-2024,North,Product C,102,199,18,1.5
29-10-2024,South,Product D,-35,479,11,4.3
17-10-2024,East,Product C,178,450,9,1.2
27-11-2024,West,Product C,44,280,17,2
26-07-2024,West,Product B,377,-14,17,2.4
04-09-2024,South,Product C,400,469,16,3.2
21-05-2024,South,Product C,380,435,1,4.9
06-11-2024,East,Product A,507,10,12,2.8
09-08-2024,North,Product C,587,227,4,3.4
12-08-2024,South,Product B,622,318,10,4.9
19-12-2024,North,Product B,321,39,8,2.1
02-07-2024,North,Product C,-99,34,8,4.7
29-12-2024,South,Product A,983,417,6,4.5
31-10-2024,West,Product B,96,385,3,4.5
06-07-2024,South,Product B,337,-16,18,4.2
22-04-2024,South,Product D,-5,242,12,3.8
29-06-2024,South,Product B,499,285,3,4.7
17-07-2024,West,Product D,-44,197,11,1.6
10-03-2024,East,Product C,527,171,19,2.2
26-03-2024,West,Product B,360,415,3,4.6
08-02-2024,South,Product D,946,409,14,1.7
10-05-2024,East,Product B,326,261,12,3.3
10-01-2024,South,Product B,825,330,11,2.3
03-01-2024,North,Product B,755,491,3,3
28-10-2024,South,Product B,253,360,18,2.9
29-05-2024,North,Product A,997,207,17,1.6
07-03-2024,East,Product D,678,45,8,2.3
11-07-2024,North,Product C,-95,-9,4,3.3
06-04-2024,East,Product D,543,110,6,1.5
19-01-2024,South,Product A,457,89,18,4.7
13-11-2024,South,Product C,-42,175,7,2.6
07-04-2024,North,Product C,100,225,4,1
26-02-2024,West,Product B,-38,274,14,1.6
16-12-2024,West,Product D,663,100,16,3.2
16-04-2024,West,Product C,701,222,5,4.3
28-03-2024,North,Product A,431,205,5,4.1
20-05-2024,North,Product A,896,316,1,4.2
23-05-2024,West,Product A,689,452,5,2.6
21-02-2024,North,Product D,278,232,16,3.8
30-07-2024,West,Product B,523,274,4,1.5
10-02-2024,East,Product A,855,-5,1,3.9
30-10-2024,East,Product B,704,57,8,3.7
31-03-2024,North,Product A,-77,301,18,2.5
08-02-2024,South,Product C,832,445,16,3.4
13-01-2024,North,Product C,414,455,16,3.9
05-04-2024,East,Product B,273,209,6,3.1
18-04-2024,East,Product C,892,-24,19,2.7
13-04-2024,West,Product A,794,185,16,4.5
19-12-2024,West,Product B,269,360,19,5
18-08-2024,South,Product B,-59,493,1,1.9
12-02-2024,West,Product A,699,392,5,3.6
27-07-2024,West,Product B,483,35,11,3.6
28-03-2024,East,Product A,567,309,9,2.7
02-04-2024,West,Product C,542,435,7,2.7
22-06-2024,North,Product C,851,492,8,4.5
05-05-2024,East,Product A,542,14,17,2.2
18-04-2024,North,Product D,305,53,16,2.1
16-02-2024,South,Product A,128,465,14,2.8
01-08-2024,East,Product D,804,499,18,1.7
01-04-2024,South,Product B,-92,445,8,2.8
29-06-2024,North,Product A,728,207,3,1.2
10-02-2024,South,Product B,706,-47,12,3.2
15-09-2024,North,Product C,-95,257,19,4.2
30-04-2024,North,Product A,139,499,17,1.5
17-03-2024,East,Product C,815,250,9,1.1
04-04-2024,East,Product B,875,434,11,4.4
25-09-2024,East,Product A,752,443,1,1.3
26-12-2024,North,Product D,540,156,6,4.8
18-01-2024,West,Product D,44,273,3,4.7
19-10-2024,North,Product A,84,339,2,5
19-06-2024,North,Product C,410,307,8,2.6
10-06-2024,West,Product D,399,46,14,3
06-11-2024,West,Product A,762,410,8,1.9
21-02-2024,South,Product D,425,310,3,4.5
05-02-2024,North,Product D,556,45,8,3.4
05-07-2024,East,Product D,189,257,14,2.6
04-09-2024,West,Product B,960,425,12,1.9
21-02-2024,East,Product C,918,51,11,4.6
19-01-2024,South,Product A,405,84,15,2.9
01-04-2024,East,Product A,120,75,18,2.7
18-05-2024,North,Product B,689,307,6,2.4
30-10-2024,North,Product D,946,-37,14,4.1
22-12-2024,East,Product C,693,346,7,5
07-08-2024,East,Product B,100,165,14,2.9
08-04-2024,North,Product B,134,95,18,4.1
23-08-2024,West,Product C,806,412,16,3.7
25-07-2024,North,Product C,-53,420,8,1.1
23-05-2024,West,Product B,519,58,6,1.5
17-07-2024,North,Product C,465,456,14,3.8
29-10-2024,East,Product A,697,313,17,4.1
18-11-2024,East,Product A,538,-10,11,2.2
13-10-2024,North,Product C,123,212,15,1.1
27-11-2024,West,Product C,614,-29,2,1.4
20-09-2024,West,Product B,63,402,1,4.8
04-08-2024,West,Product A,730,149,8,1.7
07-07-2024,East,Product D,484,285,10,3.4
13-02-2024,South,Product B,631,478,10,4.8
17-10-2024,East,Product A,-97,486,11,4.4
07-07-2024,West,Product A,222,175,10,1.9
12-07-2024,East,Product C,664,204,16,3.1
26-09-2024,North,Product B,561,59,15,4.1
31-12-2024,East,Product A,395,42,17,1.5
16-09-2024,North,Product C,-30,240,8,2.5
26-08-2024,East,Product D,-16,250,17,3.8
21-04-2024,East,Product C,641,465,18,2
09-03-2024,East,Product D,233,254,17,4
18-02-2024,West,Product B,374,158,7,4.1
06-11-2024,North,Product C,398,486,13,4.4
30-05-2024,East,Product C,763,85,6,3.2
26-08-2024,West,Product D,545,187,10,4.7
02-12-2024,East,Product B,338,185,17,4
24-04-2024,South,Product C,272,40,3,3.6
15-03-2024,North,Product C,50,-35,8,3.7
07-04-2024,West,Product D,679,323,14,2.1
20-04-2024,North,Product D,39,226,17,3.9
22-12-2024,West,Product B,596,192,19,4.8
11-10-2024,West,Product A,484,220,1,4.4
12-09-2024,East,Product A,99,-33,9,1.8
13-11-2024,East,Product B,275,-29,12,3.2
04-11-2024,South,Product B,151,104,12,3.8
26-04-2024,West,Product A,42,222,7,4.8
24-06-2024,North,Product C,7,-35,12,1.1
15-08-2024,West,Product B,422,379,17,4.7
12-12-2024,South,Product B,362,469,12,3.9
15-04-2024,North,Product C,69,291,10,2.2
07-12-2024,South,Product C,175,132,13,1.8
26-08-2024,East,Product B,116,244,16,3.8
09-04-2024,North,Product A,787,278,12,3.7
24-06-2024,West,Product C,309,93,2,3.7
15-12-2024,North,Product B,897,153,9,1.7
05-09-2024,East,Product D,684,358,13,5
16-03-2024,North,Product C,290,203,8,2.9
03-01-2024,East,Product A,601,-35,10,2.9
21-03-2024,East,Product D,-81,386,12,1.8
26-12-2024,South,Product A,391,291,19,3.9
14-10-2024,East,Product D,98,117,17,1.2
08-01-2024,West,Product A,810,10,3,1.6
27-03-2024,North,Product B,494,91,3,1.2
12-10-2024,North,Product C,915,27,3,2.8
14-03-2024,West,Product D,869,-15,15,4.6
02-05-2024,North,Product C,147,245,7,2.6
20-10-2024,East,Product D,295,271,18,2.2
22-05-2024,East,Product B,997,72,5,2.2
06-06-2024,North,Product C,358,39,2,2.2
18-04-2024,South,Product C,793,310,6,4
29-11-2024,East,Product A,483,198,2,3.1
13-07-2024,North,Product A,628,225,11,1.1
05-02-2024,North,Product B,267,137,3,1.3
30-03-2024,North,Product D,956,70,13,2.9
22-10-2024,West,Product B,603,438,1,2.2
25-11-2024,North,Product B,-88,65,4,1.3
19-07-2024,North,Product B,633,49,12,4.3
15-02-2024,North,Product D,128,246,17,2.3
16-04-2024,North,Product A,985,353,5,1.7
18-06-2024,South,Product D,38,345,18,4.7
25-05-2024,West,Product A,415,255,19,3.6
21-12-2024,North,Product D,732,14,4,4.6
26-06-2024,West,Product C,159,17,13,1.8
01-03-2024,North,Product D,281,217,2,3.8
03-01-2024,East,Product A,506,376,14,1.6
22-03-2024,North,Product B,356,356,19,4.2
19-09-2024,North,Product D,269,17,6,1.5
13-10-2024,South,Product D,746,101,13,1.5
16-11-2024,South,Product D,978,208,10,4.6
04-04-2024,South,Product D,409,-17,7,4.5
04-03-2024,West,Product A,109,263,4,3
02-09-2024,West,Product B,520,379,17,1.5
17-03-2024,South,Product C,373,320,12,1.8
15-09-2024,West,Product C,243,-1,19,2.3
02-04-2024,North,Product C,707,123,18,4.6
17-10-2024,South,Product B,302,297,1,4.8
27-09-2024,North,Product D,860,-42,17,3.7
21-01-2024,North,Product A,117,58,14,5
02-03-2024,South,Product B,525,451,12,2.9
04-12-2024,South,Product A,799,72,6,3.6
16-09-2024,South,Product A,452,427,12,4.9
24-08-2024,North,Product D,965,47,17,2.5
20-05-2024,North,Product D,970,-46,6,4.9
15-06-2024,East,Product A,271,434,8,2.2
07-03-2024,North,Product C,-78,476,1,4.8
15-12-2024,South,Product B,907,111,6,1.9
27-02-2024,West,Product D,667,188,13,2.1
30-07-2024,North,Product B,-80,483,8,1.6
09-05-2024,South,Product B,439,387,3,2.9
25-01-2024,South,Product D,150,167,5,1.2
11-01-2024,South,Product B,-56,403,14,3.5
13-09-2024,West,Product B,663,429,2,3.7
30-10-2024,West,Product B,962,373,12,2.3
21-03-2024,East,Product A,421,180,16,2.4
12-10-2024,North,Product D,312,74,1,4.8
19-01-2024,West,Product A,971,48,18,3.6
19-04-2024,East,Product C,707,425,6,1.2
03-02-2024,South,Product D,23,-41,12,2.9
14-10-2024,East,Product C,852,13,4,2.2
27-11-2024,East,Product A,567,211,10,4.5
11-09-2024,East,Product D,302,152,5,1.2
05-05-2024,North,Product B,323,164,17,4.4
27-07-2024,West,Product C,214,70,15,4.1
13-05-2024,West,Product D,511,104,14,4.1
26-03-2024,South,Product B,39,26,12,1.9
15-03-2024,East,Product A,638,299,16,4.9
14-05-2024,East,Product D,691,50,14,2.5
27-10-2024,South,Product A,122,336,16,3.8
21-06-2024,West,Product B,967,226,7,3.7
31-07-2024,North,Product C,630,331,9,4.6
16-11-2024,South,Product C,903,336,11,4.4
15-12-2024,South,Product D,314,343,17,3
19-01-2024,North,Product D,893,222,18,3.3
28-04-2024,West,Product D,321,315,13,3.3
29-10-2024,South,Product C,195,166,15,2.3
28-10-2024,East,Product D,568,62,19,4.8
11-10-2024,North,Product D,335,171,9,2.4
14-08-2024,West,Product B,585,290,2,1.4
30-07-2024,South,Product B,375,57,3,4.2
21-12-2024,North,Product D,861,-5,18,3.1
07-07-2024,East,Product A,258,237,11,1
16-11-2024,East,Product D,153,45,8,4.4
30-05-2024,West,Product C,819,219,10,3
10-08-2024,North,Product C,658,-30,15,4.4
07-05-2024,North,Product D,100,-18,4,1.9
04-09-2024,North,Product B,424,229,13,4.7
20-02-2024,East,Product D,778,491,1,3.5
09-07-2024,West,Product B,861,120,4,3.6
24-08-2024,East,Product A,883,-16,13,4
22-01-2024,East,Product D,220,423,12,3.1
19-04-2024,West,Product B,733,495,10,3.1
22-11-2024,East,Product D,494,376,3,1.5
02-02-2024,West,Product C,543,-9,8,4.5
06-05-2024,West,Product C,333,472,18,4.4
30-12-2024,South,Product A,494,457,16,2.1
21-12-2024,East,Product A,437,473,4,4.6
13-02-2024,West,Product A,329,179,10,2
07-01-2024,North,Product A,925,305,5,4.4
07-05-2024,West,Product C,587,270,4,1.5
31-03-2024,North,Product C,792,171,6,3.5
09-05-2024,West,Product A,566,384,1,3.2
17-01-2024,South,Product A,-95,110,11,3.8
16-11-2024,South,Product C,-98,123,1,3.9
04-07-2024,West,Product C,-82,335,6,2.6
19-04-2024,South,Product C,-73,266,4,1.2
12-10-2024,North,Product A,694,279,8,4.1
13-12-2024,South,Product D,356,421,4,4.1
11-06-2024,South,Product A,319,271,5,1.3
15-03-2024,North,Product B,935,167,9,1.4
17-07-2024,North,Product A,51,63,14,4.7
26-12-2024,East,Product C,374,48,5,3.9
13-10-2024,South,Product C,122,55,10,2.8
30-06-2024,North,Product D,312,235,8,1
06-04-2024,South,Product A,341,359,19,1.5
20-02-2024,West,Product B,424,216,18,4.2
09-11-2024,East,Product C,626,213,5,4.9
03-02-2024,South,Product B,135,304,11,1.7
21-01-2024,South,Product D,828,392,15,4
02-07-2024,East,Product B,469,147,14,1.3
19-10-2024,South,Product D,607,162,9,4.2
04-03-2024,East,Product B,411,100,17,2.7
03-05-2024,West,Product B,694,-47,7,1.1
10-04-2024,East,Product A,-92,290,3,1.6
28-04-2024,West,Product B,355,67,14,2.8
06-12-2024,East,Product D,561,395,8,1.1
18-03-2024,South,Product C,226,314,1,1.4
29-06-2024,South,Product C,528,80,5,2.4
17-07-2024,North,Product D,190,312,9,3
25-12-2024,South,Product B,-52,392,1,3.4
08-07-2024,South,Product C,143,250,17,1.3
23-11-2024,East,Product A,885,487,3,3.1
12-04-2024,East,Product D,445,376,17,4.1
28-11-2024,West,Product D,14,158,18,2.6
31-12-2024,South,Product B,161,248,11,3.6
01-10-2024,South,Product D,327,99,11,4.6
09-05-2024,West,Product C,472,17,7,1.9
28-08-2024,South,Product B,4,29,19,2.3
13-05-2024,North,Product D,118,475,19,2.5
05-06-2024,North,Product D,502,58,10,2.7
13-11-2024,West,Product A,142,225,10,1.1
06-06-2024,East,Product A,213,19,12,2.8
24-12-2024,West,Product D,712,232,12,4.7
08-07-2024,South,Product C,140,167,4,3.8
09-04-2024,East,Product B,147,42,8,4
21-02-2024,North,Product D,590,53,10,1.1
18-02-2024,West,Product A,851,54,15,2.3
09-04-2024,North,Product D,304,241,8,1.6
07-09-2024,North,Product B,831,-21,16,2
23-02-2024,East,Product C,-43,-4,10,1.1
16-05-2024,North,Product B,788,300,8,2.9
10-06-2024,South,Product B,138,442,7,2.9
19-12-2024,East,Product A,589,192,13,2.7
18-10-2024,West,Product B,608,334,16,4.6
21-03-2024,North,Product D,959,120,8,3.2
07-08-2024,East,Product A,569,260,17,4.1
25-03-2024,East,Product C,975,388,16,4.1
23-03-2024,East,Product D,-23,213,11,2.4
14-11-2024,West,Product C,118,422,8,1.1
07-03-2024,North,Product D,54,95,15,1.1
21-08-2024,West,Product B,464,364,12,4.2
16-07-2024,North,Product C,419,6,13,1.4
15-09-2024,South,Product C,799,-24,18,3
25-06-2024,West,Product C,639,462,2,2.6
24-10-2024,South,Product A,707,92,17,3.3
06-10-2024,South,Product D,88,95,4,2.3
26-10-2024,South,Product D,825,335,10,4.5
08-05-2024,West,Product C,434,53,11,1.1
28-06-2024,West,Product A,530,368,11,1.6
18-10-2024,South,Product A,718,2,2,3.8
25-07-2024,East,Product D,712,416,2,4.8
20-10-2024,West,Product C,319,302,12,4.1
03-12-2024,South,Product D,18,314,7,3.8
23-06-2024,North,Product B,-100,295,3,2.4
29-01-2024,East,Product B,748,430,4,4
27-06-2024,West,Product D,418,65,2,1
10-02-2024,South,Product B,521,34,18,2.9
10-07-2024,South,Product C,61,49,14,3
09-12-2024,East,Product D,305,-45,15,3.2
24-08-2024,West,Product B,499,242,9,4.5
30-10-2024,East,Product B,673,351,5,4.8
12-08-2024,East,Product B,262,427,7,4.8
23-04-2024,West,Product A,-63,308,8,2.5
04-10-2024,East,Product B,223,206,14,1.8
20-12-2024,South,Product D,689,69,4,4.3
17-01-2024,East,Product D,521,172,12,1.8
26-03-2024,East,Product C,399,247,16,1.6
12-11-2024,South,Product A,684,-24,1,2.6
10-12-2024,East,Product B,358,171,16,3.8
29-06-2024,North,Product D,-43,-31,13,1.3
02-12-2024,South,Product C,866,384,8,1.8
16-12-2024,South,Product D,6,227,5,4.7
24-05-2024,East,Product D,639,406,8,4.7
10-11-2024,South,Product A,163,382,2,3.8
12-08-2024,South,Product D,898,73,6,4.4
23-02-2024,South,Product A,727,105,7,1.4
30-10-2024,North,Product A,105,126,1,2.8
08-03-2024,South,Product D,-82,333,5,4.7
16-04-2024,North,Product D,-99,205,1,4
29-11-2024,North,Product D,673,-35,15,1.8
17-03-2024,West,Product C,886,153,4,1.5
27-01-2024,South,Product B,184,20,13,4.2
09-12-2024,South,Product C,439,125,14,4.2
03-06-2024,East,Product B,-71,234,7,2.1
12-03-2024,North,Product B,835,485,16,4.8
28-06-2024,South,Product A,525,195,10,2.6
16-02-2024,South,Product C,204,-42,4,1.8
29-08-2024,North,Product C,780,13,10,4.7
24-12-2024,North,Product C,668,92,14,4.3
03-10-2024,West,Product C,663,455,19,3.5
08-11-2024,West,Product D,-55,216,19,3.8
14-04-2024,West,Product A,783,389,16,4.6
04-04-2024,South,Product B,953,208,8,3.3
06-08-2024,West,Product A,4,371,8,2.9
18-06-2024,North,Product C,964,121,8,3
31-12-2024,South,Product D,-43,176,18,1.5
09-10-2024,South,Product B,983,436,12,3.9
07-05-2024,North,Product B,641,-47,7,4.4
18-07-2024,South,Product C,292,341,8,1.6
27-11-2024,South,Product D,662,346,16,4.7
04-02-2024,North,Product A,917,300,12,4.1
19-12-2024,East,Product C,127,290,12,3.9
23-05-2024,West,Product B,349,363,19,2
18-10-2024,South,Product B,480,273,5,4.4
06-03-2024,South,Product A,77,70,16,1.2
06-08-2024,North,Product C,784,430,12,1.2
25-02-2024,North,Product C,927,308,17,3
24-05-2024,North,Product B,-53,496,18,1.5
31-07-2024,North,Product D,-80,135,18,3.4
03-04-2024,North,Product B,88,163,12,3.7
15-04-2024,East,Product B,-38,231,7,1.2
24-03-2024,East,Product A,649,293,13,2.5
15-05-2024,South,Product A,-62,472,11,4.3
25-05-2024,South,Product C,968,409,13,2.3
05-09-2024,East,Product A,-30,32,13,2.7
18-01-2024,East,Product D,790,9,6,1.2
04-05-2024,North,Product B,-51,465,5,3.1
02-01-2024,South,Product A,502,-44,11,1.4
27-11-2024,North,Product B,304,480,6,1.6
18-07-2024,North,Product B,535,-1,14,3.6
17-05-2024,North,Product A,585,354,9,4.8
21-07-2024,South,Product D,509,290,1,3.4
08-10-2024,West,Product A,29,91,11,4.1
29-10-2024,South,Product C,322,447,6,1.9
30-01-2024,West,Product A,39,187,18,4.8
25-02-2024,North,Product B,324,200,9,3.7
28-04-2024,West,Product B,82,250,9,2
11-05-2024,South,Product D,557,131,8,2.7
18-08-2024,East,Product C,972,93,15,1.6
31-05-2024,North,Product B,-77,163,15,2.4
21-01-2024,North,Product D,28,41,11,1.9
08-03-2024,North,Product B,516,-38,12,1.4
05-05-2024,North,Product A,702,-32,5,2.4
12-02-2024,West,Product D,870,-15,7,4.7
30-06-2024,North,Product D,472,322,4,4.9
09-04-2024,East,Product D,248,132,1,3.7
14-12-2024,North,Product A,151,460,11,1.6
27-08-2024,South,Product B,574,311,6,1.3
18-07-2024,South,Product C,484,127,9,2.8
25-04-2024,East,Product B,872,-44,14,2
24-04-2024,North,Product C,200,489,14,2.5
21-05-2024,West,Product B,16,4,12,2
28-04-2024,East,Product B,-60,400,9,1.6
02-04-2024,East,Product B,525,-20,14,4.7
09-01-2024,South,Product B,-90,21,12,3.7
13-03-2024,North,Product B,422,210,15,3.1
26-01-2024,North,Product A,850,233,12,3.2
26-08-2024,North,Product C,822,98,19,1.6
27-12-2024,East,Product D,702,-7,14,1.2
24-05-2024,West,Product B,218,310,5,2.1
08-03-2024,North,Product D,46,437,11,3.5
06-07-2024,East,Product A,845,411,14,1.6
31-12-2024,East,Product C,645,83,5,2.2
10-05-2024,South,Product C,591,265,3,1.6
08-08-2024,North,Product C,707,258,5,3.1
07-10-2024,East,Product C,640,195,9,1.9
03-10-2024,South,Product C,675,370,5,1.1
19-05-2024,South,Product B,786,424,4,3.4
23-02-2024,North,Product A,838,340,15,1.5
01-01-2024,West,Product C,816,369,3,4.6
07-05-2024,West,Product C,297,235,11,2.9
01-01-2024,South,Product A,541,409,8,3.8
21-06-2024,South,Product C,930,173,16,3.6
22-09-2024,West,Product A,99,412,7,3.9
22-10-2024,East,Product A,619,372,7,2.5
12-09-2024,South,Product B,340,444,7,2.6
22-06-2024,East,Product C,852,266,4,4
14-02-2024,North,Product D,738,-41,8,4.5
08-12-2024,West,Product D,80,340,11,2.1
20-05-2024,West,Product D,944,17,18,4.4
27-01-2024,East,Product B,217,388,3,3.9
20-08-2024,East,Product A,916,240,4,3.7
27-07-2024,South,Product B,4,172,15,1.5
19-02-2024,North,Product B,124,14,9,4.7
01-03-2024,West,Product B,689,404,10,3.7
30-08-2024,West,Product C,774,-20,8,3.2
25-09-2024,South,Product B,22,316,15,1.4
19-05-2024,East,Product B,422,95,14,1.3
05-06-2024,East,Product B,200,35,19,1.9
25-03-2024,East,Product D,545,307,9,4.7
24-03-2024,North,Product B,336,401,9,4.4
02-10-2024,West,Product A,-30,-38,11,1.8
31-01-2024,West,Product A,273,-47,15,3.9
08-01-2024,West,Product D,-73,204,5,4.1
06-10-2024,North,Product C,740,243,11,4.8
21-07-2024,North,Product C,759,236,13,1.7
02-02-2024,South,Product A,282,-30,7,2.5
24-10-2024,South,Product A,15,104,4,2.6
22-05-2024,West,Product C,382,376,3,1.7
15-12-2024,South,Product C,804,153,3,2
06-02-2024,South,Product D,687,232,10,4.2
26-05-2024,West,Product D,867,480,2,4.7
15-08-2024,West,Product B,-74,293,16,2.4
03-02-2024,North,Product C,34,359,8,3.2
24-08-2024,North,Product B,629,152,2,2.9
30-07-2024,West,Product B,58,216,13,1.6
04-11-2024,East,Product A,-46,272,16,3.4
19-05-2024,North,Product B,634,377,16,3.7
08-07-2024,South,Product D,-12,207,13,4.8
05-04-2024,West,Product A,622,183,19,2.7
12-07-2024,South,Product D,587,245,3,1.4
26-12-2024,South,Product D,90,409,9,1.6
30-10-2024,North,Product D,830,131,19,1.9
22-10-2024,West,Product D,366,98,14,2.9
31-05-2024,North,Product A,283,75,10,3
10-08-2024,North,Product C,380,287,9,1.3
14-07-2024,North,Product D,722,15,4,1.8
28-03-2024,South,Product B,216,112,11,4
25-10-2024,North,Product A,691,-41,9,4.4
17-01-2024,East,Product C,498,226,3,1.3
29-07-2024,West,Product B,578,100,6,2.4
19-08-2024,East,Product A,588,201,19,3.6
23-12-2024,North,Product D,-34,85,14,2.8
01-07-2024,West,Product D,71,334,3,3.8
10-06-2024,East,Product A,137,422,4,2
10-03-2024,North,Product D,240,485,6,2.7
29-02-2024,West,Product B,597,245,11,1.6
27-06-2024,East,Product C,595,38,17,1.6
17-03-2024,West,Product C,512,53,13,2.4
04-02-2024,West,Product B,681,126,4,4.7
16-01-2024,North,Product D,223,393,10,4.4
20-10-2024,North,Product B,861,416,3,1.4
19-06-2024,North,Product D,786,480,15,3.6
01-02-2024,West,Product D,408,-14,3,3.1
19-09-2024,South,Product B,280,294,5,2.5
02-08-2024,East,Product B,361,113,2,3
15-02-2024,East,Product D,857,90,14,2.7
07-07-2024,West,Product B,713,151,10,2.8
30-09-2024,North,Product A,545,83,10,2
11-03-2024,South,Product B,864,440,2,1.7
22-10-2024,West,Product A,164,473,12,2.6
28-03-2024,West,Product A,505,139,3,2.8
29-11-2024,South,Product C,486,435,8,1.6
17-09-2024,West,Product C,985,190,14,4.1
30-06-2024,West,Product B,724,249,3,4.8
07-12-2024,West,Product B,225,5,9,1.1
22-01-2024,South,Product D,-38,2,11,1.4
14-03-2024,South,Product A,398,413,10,4.6
30-03-2024,West,Product A,118,430,14,1.1
30-11-2024,East,Product C,846,249,8,3.5
14-06-2024,South,Product A,726,452,8,4.1
21-08-2024,East,Product B,176,458,14,3
08-05-2024,West,Product D,304,219,12,3.8
29-11-2024,North,Product C,42,132,1,1
18-10-2024,North,Product A,565,11,8,3.8
04-04-2024,North,Product D,366,470,8,4.8
28-01-2024,West,Product C,853,226,13,1.2
19-12-2024,South,Product A,399,105,1,3.2
04-02-2024,East,Product B,74,144,6,4.9
18-08-2024,East,Product A,895,470,4,4.8
13-11-2024,South,Product D,901,-42,3,4.3
08-12-2024,East,Product D,667,182,9,5
29-12-2024,West,Product A,647,272,14,4.8
04-05-2024,South,Product A,-69,30,7,3.2
19-03-2024,South,Product A,297,135,17,1.3
01-03-2024,South,Product D,748,288,9,1.1
04-08-2024,East,Product A,938,162,1,2.7
08-10-2024,South,Product D,547,477,18,2.1
11-06-2024,South,Product C,344,391,3,3.4
26-02-2024,North,Product A,770,349,14,3.9
09-07-2024,North,Product A,-47,434,19,2.3
11-05-2024,South,Product C,941,140,10,1.2
11-02-2024,South,Product B,576,273,2,1.2
21-06-2024,North,Product D,112,148,16,3.1
15-06-2024,West,Product C,-5,-9,8,3.8
06-09-2024,North,Product C,-91,251,15,1.8
11-07-2024,West,Product A,342,-14,14,4
04-10-2024,West,Product A,238,280,18,1.6
25-08-2024,East,Product C,753,144,17,4.9
17-08-2024,West,Product D,834,389,6,2.6
13-06-2024,East,Product A,210,224,3,3.3
30-08-2024,North,Product C,163,312,19,1.2
30-03-2024,West,Product A,833,475,7,1.2
27-06-2024,West,Product C,15,84,2,3.5
27-02-2024,East,Product C,766,399,1,4.9
19-09-2024,East,Product C,656,420,2,3.7
15-05-2024,West,Product A,969,98,18,2.8
25-08-2024,East,Product C,792,352,4,2.6
02-11-2024,West,Product A,227,422,15,4
30-08-2024,South,Product D,802,313,1,2.9
30-05-2024,North,Product D,987,401,17,2.5
11-12-2024,East,Product A,691,357,17,4.3
29-12-2024,North,Product D,930,484,1,1.2
03-09-2024,South,Product B,101,221,8,2.9
06-08-2024,West,Product C,296,212,16,2.8
09-01-2024,East,Product A,937,45,12,4.2
20-10-2024,West,Product C,508,174,2,1.4
13-01-2024,West,Product C,316,461,2,1.5
19-09-2024,South,Product B,357,422,1,4.8
12-08-2024,West,Product C,891,157,18,4.8
18-08-2024,South,Product D,-15,475,9,1.4
26-06-2024,East,Product B,808,235,18,2.1
03-09-2024,South,Product A,183,384,17,2.9
07-03-2024,North,Product A,316,346,18,3
23-10-2024,West,Product D,990,-40,14,4.4
05-06-2024,South,Product C,962,14,4,1.1
13-06-2024,South,Product A,426,19,8,1.6
02-07-2024,West,Product B,613,460,15,4.3
26-07-2024,East,Product C,391,466,1,3.1
16-01-2024,North,Product C,725,381,18,2.7
26-10-2024,North,Product D,511,157,11,2.5
01-11-2024,East,Product B,648,121,4,1.4
28-08-2024,West,Product D,272,185,2,1.3
17-08-2024,East,Product C,421,46,19,3.7
18-01-2024,East,Product B,248,2,5,1.9
26-05-2024,North,Product A,347,450,7,1.4
31-08-2024,East,Product D,602,338,18,1.8
20-02-2024,West,Product C,933,96,7,1.6
15-09-2024,East,Product D,239,348,8,2
25-08-2024,North,Product A,-24,4,18,4.6
02-09-2024,East,Product D,793,85,16,4.8
10-12-2024,East,Product A,75,124,2,2.5
05-11-2024,West,Product A,815,207,2,2.4
18-02-2024,South,Product B,930,18,17,3.7
10-10-2024,South,Product D,577,113,5,2.6
07-02-2024,North,Product D,552,210,12,1.9
10-10-2024,West,Product B,-25,181,13,4.8
01-02-2024,West,Product B,22,256,6,4.6
30-08-2024,South,Product C,990,433,19,1.6
10-02-2024,East,Product A,602,311,13,4.8
18-10-2024,North,Product D,795,323,16,1.1
12-04-2024,East,Product B,25,196,17,3.3
18-10-2024,West,Product D,635,68,5,3.6
16-04-2024,West,Product B,970,117,11,1.5
02-09-2024,South,Product B,842,2,14,4.4
27-03-2024,South,Product A,840,30,6,3
06-03-2024,South,Product A,948,40,14,4.8
17-05-2024,West,Product B,422,236,15,4.6
21-11-2024,East,Product D,775,472,17,2.1
18-07-2024,West,Product D,544,383,8,2.5
30-11-2024,North,Product B,455,107,15,2.8
02-04-2024,West,Product A,135,355,6,3.4
13-12-2024,West,Product D,185,149,4,2.5
04-10-2024,East,Product B,836,-4,2,2.6
20-01-2024,South,Product D,976,100,8,1.5
15-10-2024,North,Product A,132,231,16,3.7
30-03-2024,East,Product A,35,478,10,2.3
19-02-2024,North,Product A,852,117,5,3
10-01-2024,East,Product C,228,391,6,4.7
19-03-2024,South,Product C,570,395,1,1.2
06-02-2024,West,Product B,682,189,11,1.4
28-02-2024,North,Product D,364,151,4,4
28-03-2024,East,Product A,505,181,8,4.8
13-04-2024,North,Product C,326,107,13,3.8
14-11-2024,East,Product A,653,185,6,2.3
03-10-2024,West,Product C,195,-47,7,5
13-04-2024,East,Product B,554,370,8,1.4
